review_text,rating,date,customer_type,cleaned_text,sentiment
The room was bed. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-12-07,Couple,the room was bed really enjoyed my stay i would consider coming back if things improve,Positive
The staff was okay. Nothing special but met basic needs.,3,2025-10-01,Group,the staff was okay nothing special but met basic needs,Neutral
The cleanliness was okay. Nothing special but met basic needs.,3,2025-10-19,Business,the cleanliness was okay nothing special but met basic needs,Neutral
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-12-04,Group,the cleanliness was hygienic really enjoyed my stay,Positive
The staff was okay. Nothing special but met basic needs.,3,2025-06-01,Family,the staff was okay nothing special but met basic needs,Neutral
The cleanliness was dirty. Very disappointed with the service.,2,2025-01-31,Group,the cleanliness was dirty very disappointed with the service,Negative
The cleanliness was dirty. Very disappointed with the service.,2,2025-03-07,Solo,the cleanliness was dirty very disappointed with the service,Negative
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-04-27,Couple,the cleanliness was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The room was dirty. Very disappointed with the service. I would consider coming back if things improve.,1,2026-01-03,Solo,the room was dirty very disappointed with the service i would consider coming back if things improve,Negative
The food was delicious. Really enjoyed my stay!,4,2025-10-09,Group,the food was delicious really enjoyed my stay,Positive
The food was expensive. Very disappointed with the service.,2,2025-08-28,Group,the food was expensive very disappointed with the service,Negative
The food was expensive. Very disappointed with the service.,2,2026-01-10,Family,the food was expensive very disappointed with the service,Negative
The food was expensive. Very disappointed with the service. I would consider coming back if things improve.,1,2025-01-13,Couple,the food was expensive very disappointed with the service i would consider coming back if things improve,Negative
The room was noisy. Very disappointed with the service.,2,2025-08-13,Business,the room was noisy very disappointed with the service,Negative
The food was okay. Nothing special but met basic needs.,3,2025-01-02,Couple,the food was okay nothing special but met basic needs,Neutral
The room was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2026-01-02,Business,the room was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The cleanliness was fresh. Really enjoyed my stay!,5,2025-09-27,Family,the cleanliness was fresh really enjoyed my stay,Positive
The food was tasty. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-11-05,Group,the food was tasty really enjoyed my stay i would consider coming back if things improve,Positive
The food was buffet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-01-28,Group,the food was buffet really enjoyed my stay i would consider coming back if things improve,Positive
The room was dirty. Very disappointed with the service.,1,2025-04-24,Family,the room was dirty very disappointed with the service,Negative
The cleanliness was moldy. Very disappointed with the service.,2,2025-10-09,Business,the cleanliness was moldy very disappointed with the service,Negative
The room was spacious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-03-20,Solo,the room was spacious really enjoyed my stay i would consider coming back if things improve,Positive
The room was dirty. Very disappointed with the service.,2,2025-03-12,Couple,the room was dirty very disappointed with the service,Negative
The staff was rude. Very disappointed with the service.,1,2025-06-16,Couple,the staff was rude very disappointed with the service,Negative
The room was okay. Nothing special but met basic needs.,3,2025-09-16,Family,the room was okay nothing special but met basic needs,Neutral
The room was small. Very disappointed with the service.,1,2025-01-17,Group,the room was small very disappointed with the service,Negative
The food was cold. Very disappointed with the service. I would consider coming back if things improve.,1,2025-05-30,Business,the food was cold very disappointed with the service i would consider coming back if things improve,Negative
The staff was friendly. Really enjoyed my stay!,5,2025-05-31,Solo,the staff was friendly really enjoyed my stay,Positive
The room was spacious. Really enjoyed my stay!,5,2025-09-13,Solo,the room was spacious really enjoyed my stay,Positive
The food was cold. Very disappointed with the service.,1,2025-08-31,Solo,the food was cold very disappointed with the service,Negative
The cleanliness was dirty. Very disappointed with the service. I would consider coming back if things improve.,2,2026-02-02,Couple,the cleanliness was dirty very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was spotless. Really enjoyed my stay!,4,2025-01-29,Family,the cleanliness was spotless really enjoyed my stay,Positive
The staff was rude. Very disappointed with the service.,2,2025-10-15,Family,the staff was rude very disappointed with the service,Negative
The staff was okay. Nothing special but met basic needs.,3,2025-02-17,Business,the staff was okay nothing special but met basic needs,Neutral
The room was okay. Nothing special but met basic needs.,3,2026-01-11,Family,the room was okay nothing special but met basic needs,Neutral
The food was expensive. Very disappointed with the service. I would consider coming back if things improve.,1,2025-11-07,Business,the food was expensive very disappointed with the service i would consider coming back if things improve,Negative
The room was noisy. Very disappointed with the service.,1,2025-08-24,Couple,the room was noisy very disappointed with the service,Negative
The room was okay. Nothing special but met basic needs.,3,2025-02-08,Business,the room was okay nothing special but met basic needs,Neutral
The staff was unwelcoming. Very disappointed with the service.,2,2025-07-09,Couple,the staff was unwelcoming very disappointed with the service,Negative
The cleanliness was spotless. Really enjoyed my stay!,5,2025-11-26,Business,the cleanliness was spotless really enjoyed my stay,Positive
The room was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-11-09,Business,the room was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The food was buffet. Really enjoyed my stay!,4,2025-04-03,Solo,the food was buffet really enjoyed my stay,Positive
The staff was helpful. Really enjoyed my stay!,5,2025-07-15,Couple,the staff was helpful really enjoyed my stay,Positive
The cleanliness was moldy. Very disappointed with the service.,2,2025-10-26,Group,the cleanliness was moldy very disappointed with the service,Negative
The food was cold. Very disappointed with the service.,1,2025-01-22,Business,the food was cold very disappointed with the service,Negative
The staff was kind. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-04-23,Solo,the staff was kind really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was hygienic. Really enjoyed my stay!,4,2025-11-04,Business,the cleanliness was hygienic really enjoyed my stay,Positive
The food was limited. Very disappointed with the service.,2,2025-02-27,Couple,the food was limited very disappointed with the service,Negative
The staff was friendly. Really enjoyed my stay!,4,2025-10-07,Group,the staff was friendly really enjoyed my stay,Positive
The cleanliness was dusty. Very disappointed with the service.,1,2025-05-04,Group,the cleanliness was dusty very disappointed with the service,Negative
The cleanliness was hygienic. Really enjoyed my stay!,4,2026-01-14,Group,the cleanliness was hygienic really enjoyed my stay,Positive
The food was delicious. Really enjoyed my stay!,4,2025-10-02,Family,the food was delicious really enjoyed my stay,Positive
The cleanliness was okay. Nothing special but met basic needs.,3,2025-12-05,Group,the cleanliness was okay nothing special but met basic needs,Neutral
The room was dirty. Very disappointed with the service.,2,2025-08-29,Couple,the room was dirty very disappointed with the service,Negative
The room was clean. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-09-21,Family,the room was clean really enjoyed my stay i would consider coming back if things improve,Positive
The staff was okay. Nothing special but met basic needs.,3,2025-02-04,Couple,the staff was okay nothing special but met basic needs,Neutral
The cleanliness was okay. Nothing special but met basic needs.,3,2025-09-11,Solo,the cleanliness was okay nothing special but met basic needs,Neutral
The staff was kind. Really enjoyed my stay!,5,2025-10-29,Business,the staff was kind really enjoyed my stay,Positive
The room was okay. Nothing special but met basic needs.,3,2025-08-24,Solo,the room was okay nothing special but met basic needs,Neutral
The room was comfortable. Really enjoyed my stay!,4,2026-01-14,Solo,the room was comfortable really enjoyed my stay,Positive
The cleanliness was fresh. Really enjoyed my stay!,5,2025-11-29,Group,the cleanliness was fresh really enjoyed my stay,Positive
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-04-03,Solo,the cleanliness was hygienic really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was spotless. Really enjoyed my stay! I would consider coming back if things improve.,4,2026-02-02,Couple,the cleanliness was spotless really enjoyed my stay i would consider coming back if things improve,Positive
The food was expensive. Very disappointed with the service.,1,2025-03-29,Group,the food was expensive very disappointed with the service,Negative
The room was dirty. Very disappointed with the service.,1,2025-04-21,Couple,the room was dirty very disappointed with the service,Negative
The cleanliness was fresh. Really enjoyed my stay!,4,2026-01-01,Solo,the cleanliness was fresh really enjoyed my stay,Positive
The cleanliness was moldy. Very disappointed with the service.,1,2025-04-21,Couple,the cleanliness was moldy very disappointed with the service,Negative
The staff was rude. Very disappointed with the service.,2,2026-01-28,Business,the staff was rude very disappointed with the service,Negative
The room was bed. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-03-31,Couple,the room was bed really enjoyed my stay i would consider coming back if things improve,Positive
The staff was kind. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-04-08,Couple,the staff was kind really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was okay. Nothing special but met basic needs.,3,2025-10-04,Family,the cleanliness was okay nothing special but met basic needs,Neutral
The room was comfortable. Really enjoyed my stay!,4,2025-06-24,Couple,the room was comfortable really enjoyed my stay,Positive
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-10-05,Solo,the staff was professional really enjoyed my stay i would consider coming back if things improve,Positive
The room was small. Very disappointed with the service.,1,2025-11-21,Solo,the room was small very disappointed with the service,Negative
The cleanliness was fresh. Really enjoyed my stay!,4,2025-11-07,Couple,the cleanliness was fresh really enjoyed my stay,Positive
The room was comfortable. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-09-05,Solo,the room was comfortable really enjoyed my stay i would consider coming back if things improve,Positive
The staff was helpful. Really enjoyed my stay!,5,2025-03-18,Business,the staff was helpful really enjoyed my stay,Positive
The food was okay. Nothing special but met basic needs.,3,2025-03-28,Couple,the food was okay nothing special but met basic needs,Neutral
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-05-04,Group,the room was quiet really enjoyed my stay i would consider coming back if things improve,Positive
The food was cold. Very disappointed with the service.,1,2025-04-16,Family,the food was cold very disappointed with the service,Negative
The room was quiet. Really enjoyed my stay!,5,2025-04-13,Couple,the room was quiet really enjoyed my stay,Positive
The food was limited. Very disappointed with the service. I would consider coming back if things improve.,2,2025-08-24,Family,the food was limited very disappointed with the service i would consider coming back if things improve,Negative
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2026-01-21,Couple,the food was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The staff was kind. Really enjoyed my stay!,5,2025-05-29,Business,the staff was kind really enjoyed my stay,Positive
The room was comfortable. Really enjoyed my stay!,5,2025-03-04,Business,the room was comfortable really enjoyed my stay,Positive
The room was spacious. Really enjoyed my stay!,5,2025-09-07,Solo,the room was spacious really enjoyed my stay,Positive
The staff was okay. Nothing special but met basic needs.,3,2025-12-10,Couple,the staff was okay nothing special but met basic needs,Neutral
The room was small. Very disappointed with the service.,2,2025-02-04,Business,the room was small very disappointed with the service,Negative
The staff was unwelcoming. Very disappointed with the service.,1,2025-03-31,Couple,the staff was unwelcoming very disappointed with the service,Negative
The food was expensive. Very disappointed with the service. I would consider coming back if things improve.,1,2025-12-18,Business,the food was expensive very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-06-20,Couple,the cleanliness was hygienic really enjoyed my stay,Positive
The food was okay. Nothing special but met basic needs.,3,2025-02-26,Couple,the food was okay nothing special but met basic needs,Neutral
The staff was unwelcoming. Very disappointed with the service.,2,2025-12-14,Family,the staff was unwelcoming very disappointed with the service,Negative
The room was dirty. Very disappointed with the service.,1,2025-02-14,Family,the room was dirty very disappointed with the service,Negative
The food was cold. Very disappointed with the service.,2,2025-11-15,Business,the food was cold very disappointed with the service,Negative
The room was spacious. Really enjoyed my stay!,4,2025-10-28,Group,the room was spacious really enjoyed my stay,Positive
The staff was unwelcoming. Very disappointed with the service.,2,2025-01-21,Business,the staff was unwelcoming very disappointed with the service,Negative
The room was dirty. Very disappointed with the service.,2,2025-05-23,Couple,the room was dirty very disappointed with the service,Negative
The food was delicious. Really enjoyed my stay!,4,2025-07-26,Couple,the food was delicious really enjoyed my stay,Positive
The room was okay. Nothing special but met basic needs.,3,2025-02-19,Solo,the room was okay nothing special but met basic needs,Neutral
The food was limited. Very disappointed with the service. I would consider coming back if things improve.,1,2025-02-14,Business,the food was limited very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-11-03,Solo,the cleanliness was hygienic really enjoyed my stay,Positive
The room was okay. Nothing special but met basic needs.,3,2025-04-10,Solo,the room was okay nothing special but met basic needs,Neutral
The cleanliness was dirty. Very disappointed with the service.,1,2026-02-04,Family,the cleanliness was dirty very disappointed with the service,Negative
The cleanliness was spotless. Really enjoyed my stay! I would consider coming back if things improve.,5,2026-01-16,Solo,the cleanliness was spotless really enjoyed my stay i would consider coming back if things improve,Positive
The room was noisy. Very disappointed with the service.,1,2025-07-31,Couple,the room was noisy very disappointed with the service,Negative
The room was bed. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-12-02,Family,the room was bed really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was fresh. Really enjoyed my stay!,4,2025-01-15,Couple,the cleanliness was fresh really enjoyed my stay,Positive
The staff was okay. Nothing special but met basic needs.,3,2025-05-06,Group,the staff was okay nothing special but met basic needs,Neutral
The staff was slow. Very disappointed with the service. I would consider coming back if things improve.,2,2025-01-10,Business,the staff was slow very disappointed with the service i would consider coming back if things improve,Negative
The food was limited. Very disappointed with the service.,1,2025-08-27,Solo,the food was limited very disappointed with the service,Negative
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,4,2026-01-20,Group,the staff was helpful really enjoyed my stay i would consider coming back if things improve,Positive
The staff was friendly. Really enjoyed my stay!,4,2026-01-04,Business,the staff was friendly really enjoyed my stay,Positive
The staff was slow. Very disappointed with the service.,2,2025-01-12,Group,the staff was slow very disappointed with the service,Negative
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-12-17,Group,the staff was helpful really enjoyed my stay i would consider coming back if things improve,Positive
The food was expensive. Very disappointed with the service.,1,2025-05-03,Family,the food was expensive very disappointed with the service,Negative
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-01-21,Family,the room was quiet really enjoyed my stay i would consider coming back if things improve,Positive
The food was expensive. Very disappointed with the service. I would consider coming back if things improve.,2,2025-10-20,Couple,the food was expensive very disappointed with the service i would consider coming back if things improve,Negative
The food was limited. Very disappointed with the service.,1,2025-09-09,Group,the food was limited very disappointed with the service,Negative
The cleanliness was hygienic. Really enjoyed my stay!,4,2025-02-19,Solo,the cleanliness was hygienic really enjoyed my stay,Positive
The food was tasty. Really enjoyed my stay!,4,2026-01-11,Solo,the food was tasty really enjoyed my stay,Positive
The staff was rude. Very disappointed with the service.,1,2025-08-05,Solo,the staff was rude very disappointed with the service,Negative
The room was comfortable. Really enjoyed my stay!,5,2025-08-15,Solo,the room was comfortable really enjoyed my stay,Positive
The food was breakfast. Really enjoyed my stay!,5,2025-07-30,Solo,the food was breakfast really enjoyed my stay,Positive
The food was okay. Nothing special but met basic needs.,3,2025-02-16,Solo,the food was okay nothing special but met basic needs,Neutral
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-02-22,Couple,the cleanliness was hygienic really enjoyed my stay i would consider coming back if things improve,Positive
The staff was okay. Nothing special but met basic needs.,3,2025-05-30,Solo,the staff was okay nothing special but met basic needs,Neutral
The cleanliness was fresh. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-12-31,Couple,the cleanliness was fresh really enjoyed my stay i would consider coming back if things improve,Positive
The room was clean. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-06-09,Solo,the room was clean really enjoyed my stay i would consider coming back if things improve,Positive
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-02-28,Family,the staff was helpful really enjoyed my stay i would consider coming back if things improve,Positive
The food was limited. Very disappointed with the service.,2,2025-11-12,Group,the food was limited very disappointed with the service,Negative
The room was okay. Nothing special but met basic needs.,3,2025-07-01,Family,the room was okay nothing special but met basic needs,Neutral
The room was dirty. Very disappointed with the service. I would consider coming back if things improve.,2,2025-06-24,Solo,the room was dirty very disappointed with the service i would consider coming back if things improve,Negative
The food was breakfast. Really enjoyed my stay!,4,2025-12-31,Family,the food was breakfast really enjoyed my stay,Positive
The staff was friendly. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-09-03,Couple,the staff was friendly really enjoyed my stay i would consider coming back if things improve,Positive
The food was delicious. Really enjoyed my stay!,4,2025-09-23,Business,the food was delicious really enjoyed my stay,Positive
The staff was friendly. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-10-20,Solo,the staff was friendly really enjoyed my stay i would consider coming back if things improve,Positive
The food was cold. Very disappointed with the service. I would consider coming back if things improve.,2,2025-03-20,Solo,the food was cold very disappointed with the service i would consider coming back if things improve,Negative
The staff was okay. Nothing special but met basic needs.,3,2025-04-29,Couple,the staff was okay nothing special but met basic needs,Neutral
The room was quiet. Really enjoyed my stay!,5,2025-03-03,Business,the room was quiet really enjoyed my stay,Positive
The room was clean. Really enjoyed my stay!,5,2025-06-26,Business,the room was clean really enjoyed my stay,Positive
The staff was unwelcoming. Very disappointed with the service. I would consider coming back if things improve.,1,2026-01-06,Solo,the staff was unwelcoming very disappointed with the service i would consider coming back if things improve,Negative
The room was clean. Really enjoyed my stay!,4,2026-01-25,Solo,the room was clean really enjoyed my stay,Positive
The food was limited. Very disappointed with the service.,1,2025-07-04,Family,the food was limited very disappointed with the service,Negative
The room was quiet. Really enjoyed my stay!,5,2025-07-30,Group,the room was quiet really enjoyed my stay,Positive
The food was limited. Very disappointed with the service.,2,2025-08-12,Couple,the food was limited very disappointed with the service,Negative
The food was cold. Very disappointed with the service.,2,2025-05-24,Group,the food was cold very disappointed with the service,Negative
The cleanliness was dusty. Very disappointed with the service.,1,2025-08-22,Group,the cleanliness was dusty very disappointed with the service,Negative
The staff was okay. Nothing special but met basic needs.,3,2025-03-04,Solo,the staff was okay nothing special but met basic needs,Neutral
The staff was kind. Really enjoyed my stay!,4,2025-02-08,Family,the staff was kind really enjoyed my stay,Positive
The room was small. Very disappointed with the service.,1,2025-10-18,Solo,the room was small very disappointed with the service,Negative
The cleanliness was fresh. Really enjoyed my stay! I would consider coming back if things improve.,4,2026-01-30,Group,the cleanliness was fresh really enjoyed my stay i would consider coming back if things improve,Positive
The room was okay. Nothing special but met basic needs.,3,2025-09-03,Business,the room was okay nothing special but met basic needs,Neutral
The food was limited. Very disappointed with the service.,2,2025-04-01,Business,the food was limited very disappointed with the service,Negative
The food was okay. Nothing special but met basic needs.,3,2025-03-19,Couple,the food was okay nothing special but met basic needs,Neutral
The cleanliness was dirty. Very disappointed with the service.,1,2025-03-12,Business,the cleanliness was dirty very disappointed with the service,Negative
The cleanliness was dusty. Very disappointed with the service.,1,2025-06-14,Business,the cleanliness was dusty very disappointed with the service,Negative
The room was okay. Nothing special but met basic needs.,3,2025-09-16,Couple,the room was okay nothing special but met basic needs,Neutral
The cleanliness was hygienic. Really enjoyed my stay!,4,2025-08-28,Family,the cleanliness was hygienic really enjoyed my stay,Positive
The room was clean. Really enjoyed my stay!,4,2025-03-04,Business,the room was clean really enjoyed my stay,Positive
The food was okay. Nothing special but met basic needs.,3,2025-07-19,Group,the food was okay nothing special but met basic needs,Neutral
The food was buffet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-11-12,Family,the food was buffet really enjoyed my stay i would consider coming back if things improve,Positive
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-10-07,Group,the room was quiet really enjoyed my stay i would consider coming back if things improve,Positive
The staff was helpful. Really enjoyed my stay!,4,2025-06-22,Family,the staff was helpful really enjoyed my stay,Positive
The staff was helpful. Really enjoyed my stay!,4,2025-10-26,Family,the staff was helpful really enjoyed my stay,Positive
The food was cold. Very disappointed with the service.,1,2025-09-12,Solo,the food was cold very disappointed with the service,Negative
The food was okay. Nothing special but met basic needs.,3,2025-02-20,Business,the food was okay nothing special but met basic needs,Neutral
The room was comfortable. Really enjoyed my stay!,5,2025-06-11,Family,the room was comfortable really enjoyed my stay,Positive
The food was breakfast. Really enjoyed my stay!,5,2025-04-16,Solo,the food was breakfast really enjoyed my stay,Positive
The staff was friendly. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-10-29,Solo,the staff was friendly really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was fresh. Really enjoyed my stay!,4,2025-10-31,Group,the cleanliness was fresh really enjoyed my stay,Positive
The cleanliness was dirty. Very disappointed with the service. I would consider coming back if things improve.,2,2025-01-25,Solo,the cleanliness was dirty very disappointed with the service i would consider coming back if things improve,Negative
The room was clean. Really enjoyed my stay!,5,2025-02-24,Group,the room was clean really enjoyed my stay,Positive
The room was quiet. Really enjoyed my stay!,5,2025-07-23,Business,the room was quiet really enjoyed my stay,Positive
The room was small. Very disappointed with the service.,1,2025-09-16,Business,the room was small very disappointed with the service,Negative
The cleanliness was dusty. Very disappointed with the service.,2,2025-06-01,Business,the cleanliness was dusty very disappointed with the service,Negative
The room was spacious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-02-24,Family,the room was spacious really enjoyed my stay i would consider coming back if things improve,Positive
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-10-03,Couple,the staff was professional really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was okay. Nothing special but met basic needs.,3,2025-07-29,Couple,the cleanliness was okay nothing special but met basic needs,Neutral
The food was buffet. Really enjoyed my stay!,4,2025-09-22,Couple,the food was buffet really enjoyed my stay,Positive
The room was small. Very disappointed with the service.,1,2025-01-01,Business,the room was small very disappointed with the service,Negative
The cleanliness was hygienic. Really enjoyed my stay!,4,2025-02-09,Business,the cleanliness was hygienic really enjoyed my stay,Positive
The cleanliness was fresh. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-03-08,Family,the cleanliness was fresh really enjoyed my stay i would consider coming back if things improve,Positive
The staff was kind. Really enjoyed my stay! I would consider coming back if things improve.,4,2026-01-28,Solo,the staff was kind really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-08-30,Couple,the cleanliness was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The staff was helpful. Really enjoyed my stay!,4,2025-01-14,Group,the staff was helpful really enjoyed my stay,Positive
The staff was professional. Really enjoyed my stay!,4,2025-05-08,Family,the staff was professional really enjoyed my stay,Positive
The staff was professional. Really enjoyed my stay!,4,2025-07-17,Solo,the staff was professional really enjoyed my stay,Positive
The staff was helpful. Really enjoyed my stay!,4,2025-09-24,Family,the staff was helpful really enjoyed my stay,Positive
The food was buffet. Really enjoyed my stay!,4,2025-04-29,Business,the food was buffet really enjoyed my stay,Positive
The room was dirty. Very disappointed with the service. I would consider coming back if things improve.,1,2025-09-08,Family,the room was dirty very disappointed with the service i would consider coming back if things improve,Negative
The room was clean. Really enjoyed my stay!,5,2025-07-09,Group,the room was clean really enjoyed my stay,Positive
The room was bed. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-04-28,Solo,the room was bed really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was dusty. Very disappointed with the service.,1,2025-03-24,Group,the cleanliness was dusty very disappointed with the service,Negative
The room was small. Very disappointed with the service.,2,2025-08-31,Family,the room was small very disappointed with the service,Negative
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-02-23,Group,the room was quiet really enjoyed my stay i would consider coming back if things improve,Positive
The room was comfortable. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-04-09,Business,the room was comfortable really enjoyed my stay i would consider coming back if things improve,Positive
The staff was slow. Very disappointed with the service.,2,2025-07-17,Solo,the staff was slow very disappointed with the service,Negative
The staff was friendly. Really enjoyed my stay!,4,2026-01-26,Group,the staff was friendly really enjoyed my stay,Positive
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-08-10,Business,the cleanliness was hygienic really enjoyed my stay,Positive
The staff was okay. Nothing special but met basic needs.,3,2025-06-19,Business,the staff was okay nothing special but met basic needs,Neutral
The staff was okay. Nothing special but met basic needs.,3,2025-02-25,Group,the staff was okay nothing special but met basic needs,Neutral
The food was limited. Very disappointed with the service. I would consider coming back if things improve.,2,2025-10-30,Couple,the food was limited very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was hygienic. Really enjoyed my stay!,4,2025-06-12,Solo,the cleanliness was hygienic really enjoyed my stay,Positive
The cleanliness was fresh. Really enjoyed my stay!,4,2025-12-14,Business,the cleanliness was fresh really enjoyed my stay,Positive
The staff was rude. Very disappointed with the service.,2,2025-11-20,Group,the staff was rude very disappointed with the service,Negative
The staff was okay. Nothing special but met basic needs.,3,2025-06-20,Group,the staff was okay nothing special but met basic needs,Neutral
The cleanliness was dusty. Very disappointed with the service.,2,2025-02-18,Solo,the cleanliness was dusty very disappointed with the service,Negative
The cleanliness was okay. Nothing special but met basic needs.,3,2025-09-12,Couple,the cleanliness was okay nothing special but met basic needs,Neutral
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-04-13,Family,the cleanliness was hygienic really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was dusty. Very disappointed with the service.,2,2025-09-07,Family,the cleanliness was dusty very disappointed with the service,Negative
The cleanliness was spotless. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-03-07,Solo,the cleanliness was spotless really enjoyed my stay i would consider coming back if things improve,Positive
The staff was helpful. Really enjoyed my stay!,5,2025-11-06,Family,the staff was helpful really enjoyed my stay,Positive
The food was limited. Very disappointed with the service. I would consider coming back if things improve.,1,2025-02-19,Group,the food was limited very disappointed with the service i would consider coming back if things improve,Negative
The room was spacious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-08-18,Family,the room was spacious really enjoyed my stay i would consider coming back if things improve,Positive
The room was small. Very disappointed with the service.,1,2025-04-13,Group,the room was small very disappointed with the service,Negative
The staff was helpful. Really enjoyed my stay!,5,2025-04-16,Solo,the staff was helpful really enjoyed my stay,Positive
The food was tasty. Really enjoyed my stay!,5,2025-12-20,Group,the food was tasty really enjoyed my stay,Positive
The food was cold. Very disappointed with the service. I would consider coming back if things improve.,1,2025-11-12,Business,the food was cold very disappointed with the service i would consider coming back if things improve,Negative
The room was bed. Really enjoyed my stay!,4,2025-09-02,Group,the room was bed really enjoyed my stay,Positive
The cleanliness was moldy. Very disappointed with the service. I would consider coming back if things improve.,1,2025-06-12,Family,the cleanliness was moldy very disappointed with the service i would consider coming back if things improve,Negative
The food was buffet. Really enjoyed my stay!,5,2025-06-11,Group,the food was buffet really enjoyed my stay,Positive
The room was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-01-23,Solo,the room was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The staff was kind. Really enjoyed my stay!,5,2025-10-22,Couple,the staff was kind really enjoyed my stay,Positive
The cleanliness was spotless. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-06-29,Family,the cleanliness was spotless really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was fresh. Really enjoyed my stay!,4,2025-05-09,Family,the cleanliness was fresh really enjoyed my stay,Positive
The staff was friendly. Really enjoyed my stay!,5,2026-01-24,Group,the staff was friendly really enjoyed my stay,Positive
The food was limited. Very disappointed with the service.,2,2025-05-17,Group,the food was limited very disappointed with the service,Negative
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-12-02,Business,the staff was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The cleanliness was okay. Nothing special but met basic needs.,3,2025-09-05,Group,the cleanliness was okay nothing special but met basic needs,Neutral
The staff was professional. Really enjoyed my stay!,5,2026-02-04,Group,the staff was professional really enjoyed my stay,Positive
The food was expensive. Very disappointed with the service.,2,2025-08-02,Couple,the food was expensive very disappointed with the service,Negative
The staff was rude. Very disappointed with the service.,1,2025-01-09,Solo,the staff was rude very disappointed with the service,Negative
The room was okay. Nothing special but met basic needs.,3,2025-04-06,Couple,the room was okay nothing special but met basic needs,Neutral
